Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Gambetta, GA; Rost, TL; Matthews, MA",,,,"Gambetta, Gregory A.; Rost, Thomas L.; Matthews, Mark A.",,,Passive Pathogen Movement via Open Xylem Conduits in Grapevine Graft Unions,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,,,,,,"Matthews, Mark A/A-5714-2010","Rost, Thomas/0000-0002-0828-4330",,,,,,,,,,,,,0002-9254,1943-7749,,,,,2009,60,2,,,,,241,245,,,,,,,,,,,,,,,,WOS:000267043000016,View Full Record in Web of Science
J,"Sanderlin, RS; Melanson, RA",,,,"Sanderlin, R. S.; Melanson, R. A.",,,Reduction of Xylella fastidiosa transmission through pecan scion wood by hot-water treatment,PLANT DISEASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0191-2917,,,,,JUL,2008,92,7,,,,,1124,1126,,10.1094/PDIS-92-7-1124,http://dx.doi.org/10.1094/PDIS-92-7-1124,,,,,,,,30769528,,,,,WOS:000256873800020,View Full Record in Web of Science
J,"Tagliavini, M; Rombola, AD",,,,"Tagliavini, M; Rombola, AD",,,Iron deficiency and chlorosis in orchard and vineyard ecosystems,EUROPEAN JOURNAL OF AGRONOMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161-0301,1873-7331,,,,OCT,2001,15,2,,,,,71,92,,10.1016/S1161-0301(01)00125-3,http://dx.doi.org/10.1016/S1161-0301(01)00125-3,,,,,,,,,,,,,WOS:000172061700001,View Full Record in Web of Science
J,"Gibberd, MR; Walker, RR; Blackmore, DH; Condon, AG",,,,"Gibberd, MR; Walker, RR; Blackmore, DH; Condon, AG",,,Transpiration efficiency and carbon-isotope discrimination of grapevines grown under well-watered conditions in either glasshouse or vineyard,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,"Blackmore, Deidre H/F-2604-2011; Walker, Rob R/C-2764-2015; Condon, Anthony/F-3255-2011","Blackmore, Deidre H/0000-0002-2008-493X; ",,,,,,,,,,,,,1322-7130,,,,,,2001,7,3,,,,,110,117,,10.1111/j.1755-0238.2001.tb00197.x,http://dx.doi.org/10.1111/j.1755-0238.2001.tb00197.x,,,,,,,,,,,,,WOS:000172412600001,View Full Record in Web of Science
J,"Stevens, RM; Harvey, G; Partington, DL; Coombe, BG",,,,"Stevens, RM; Harvey, G; Partington, DL; Coombe, BG",,,"Irrigation of grapevines with saline water at different growth stages - 1. Effects on soil, vegetative growth, and yield",AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH,,,,,,,,,,,,,,,,,"Stevens, Rob/D-9795-2011",,,,,,,,,,,,,,0004-9409,1836-5795,,,,,1999,50,3,,,,,343,355,,10.1071/A98077,http://dx.doi.org/10.1071/A98077,,,,,,,,,,,,,WOS:000079076200006,View Full Record in Web of Science
J,"Grosser, JW; Jiang, J; Mourao, FDA; Louzada, ES; Baergen, K; Chandler, JL; Gmitter, FG",,,,"Grosser, JW; Jiang, J; Mourao, FDA; Louzada, ES; Baergen, K; Chandler, JL; Gmitter, FG",,,"Somatic hybridization, an integral component of citrus cultivar improvement: I. Scion improvement",HORTSCIENCE,,,,,,,,,,,,,,,,,"de Assis Alves Mourão Filho, Francisco/G-1541-2010","de Assis Alves Mourão Filho, Francisco/0000-0001-8950-9513",,,,,,,,,,,,,0018-5345,,,,,OCT,1998,33,6,,,,,1057,1059,,10.21273/HORTSCI.33.6.1057,http://dx.doi.org/10.21273/HORTSCI.33.6.1057,,,,,,,,,,,,,WOS:000076747500037,View Full Record in Web of Science
C,"Wolf, T; Eimert, K; Bleser, E; Ries, R",,"Hajdu, E",,"Wolf, T; Eimert, K; Bleser, E; Ries, R",,,PCR/RAPD to determine the genotype of wooden rootstock cuttings,INTERNATIONAL SYMPOSIUM ON THE IMPORTANCE OF VARIETIES AND CLONES IN THE PRODUCTION OF QUALITY WINE,ACTA HORTICULTURAE,,,,International Symposium on the Importance of Varieties and Clones in the Production of Quality Wine,"AUG 24-28, 1998","KECSKEMET, HUNGARY","Int Soc Hort Sci, Viticulture Sect,Res Inst Viticulture & Enology Kecskemet",,,,,,,,,"Eimert, Klaus/AAC-8716-2020","Eimert, Klaus/0000-0001-7492-7659",,,,,,,,,,,,,0567-7572,,90-6605-900-1,,,,1998,,473,,,,,41,48,,10.17660/ActaHortic.1998.473.4,http://dx.doi.org/10.17660/ActaHortic.1998.473.4,,,,,,,,,,,,,WOS:000077153000004,View Full Record in Web of Science
J,"SYKES, SR",,,,"SYKES, SR",,,THE INHERITANCE OF SALT EXCLUSION IN WOODY PERENNIAL FRUIT SPECIES,PLANT AND SOIL,,,,,4TH INTERNATIONAL SYMP ON GENETIC ASPECTS OF PLANT MINERAL NUTRITION,"SEP 30-OCT 04, 1991","CANBERRA, AUSTRALIA",,,,,,,,,,,,,,,,,,,,,,,,0032-079X,,,,,OCT,1992,146,02-Jan,,,,,123,129,,10.1007/BF00012004,http://dx.doi.org/10.1007/BF00012004,,,,,,,,,,,,,WOS:A1992KJ41800016,View Full Record in Web of Science
J,"de Souza, ALK; Camargo, SS; de Souza, EL; Feldberg, NP; Bender, A",,,,"Kulkamp de Souza, Andre Luiz; Camargo, Samila Silva; de Souza, Edson Luiz; Feldberg, Nelson Pires; Bender, Angelica",,,Influence of grafting production method on agronomic performance of wine grape varieties,REVISTA BRASILEIRA DE FRUTICULTURA,,,,,,,,,,,,,,,,,,"Souza, Edson Luiz de/0000-0001-8238-1529",,,,,,,,,,,,,0100-2945,,,,,,2021,43,6,,,,,,,e-020,10.1590/0100-29452021020,http://dx.doi.org/10.1590/0100-29452021020,,,,,,,,,,,,,WOS:000727331700001,View Full Record in Web of Science
J,"Marin, D; Armengol, J; Carbonell-Bejerano, P; Escalona, JM; Gramaje, D; Hernandez-Montes, E; Intrigliolo, DS; Martinez-Zapater, JM; Medrano, H; Miras-Avalos, JM; Palomares-Rius, JE; Romero-Azorin, P; Save, R; Santesteban, LG; de Herralde, F",,,,"Marin, D.; Armengol, J.; Carbonell-Bejerano, P.; Escalona, J. M.; Gramaje, D.; Hernandez-Montes, E.; Intrigliolo, D. S.; Martinez-Zapater, J. M.; Medrano, H.; Miras-Avalos, J. M.; Palomares-Rius, J. E.; Romero-Azorin, P.; Save, R.; Santesteban, L. G.; de Herralde, F.",,,Challenges of viticulture adaptation to global change: tackling the issue from the roots,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,"de Herralde, Felicidad/A-2817-2014; Armengol, Josep/HJY-5906-2023; Carbonell-Bejerano, Pablo/AAX-3509-2021; Hernández-Montes, Esther/N-7243-2013; Martinez Zapater, Jose Miguel/I-4892-2012; Gramaje, David/M-7006-2017; Marin, Diana/S-9922-2018; Intrigliolo, Diego/J-6891-2014","de Herralde, Felicidad/0000-0003-1274-1482; Armengol, Josep/0000-0003-3815-8578; Carbonell-Bejerano, Pablo/0000-0002-7266-9665; Hernández-Montes, Esther/0000-0002-3294-0641; Martinez Zapater, Jose Miguel/0000-0001-7217-4454; Miras-Avalos, Jose Manuel/0000-0003-4745-5929; Gramaje, David/0000-0003-1755-3413; Marin, Diana/0000-0002-7623-4351; escalona, jose/0000-0002-6764-798X; Intrigliolo, Diego/0000-0001-5368-5478; MEDRANO, HIPOLITO/0000-0002-6742-5746",,,,,,,,,,,,,1322-7130,1755-0238,,,,JAN,2021,27,1,,,,,8,25,,10.1111/ajgw.12463,http://dx.doi.org/10.1111/ajgw.12463,,Dec-20,,,,,,,,,,,WOS:000596431400001,View Full Record in Web of Science
J,"Bell, SJ; Henschke, PA",,,,"Bell, SJ; Henschke, PA",,,"Implications of nitrogen nutrition for grapes, fermentation and wine",AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322-7130,1755-0238,,,,,2005,11,3,,,,,242,295,,10.1111/j.1755-0238.2005.tb00028.x,http://dx.doi.org/10.1111/j.1755-0238.2005.tb00028.x,,,,,,,,,,,,,WOS:000233851200001,View Full Record in Web of Science
J,"Kose, C; Guleryuz, M; Sahin, F; Demirtas, I",,,,"Kose, C; Guleryuz, M; Sahin, F; Demirtas, I",,,Effects of some plant growth promoting rhizobacteria (PGPR) on graft union of grapevine,JOURNAL OF SUSTAINABLE AGRICULTURE,,,,,,,,,,,,,,,,,,"Sahin, Fikrettin/0000-0003-1503-5567",,,,,,,,,,,,,1044-0046,,,,,,2005,26,2,,,,,139,147,,10.1300/J064v26n02_10,http://dx.doi.org/10.1300/J064v26n02_10,,,,,,,,,,,,,WOS:000231322100009,View Full Record in Web of Science
J,"Ono, T; Fujiwara, Y; Yoda, S; Takagi, N; Kubota, N",,,,"Ono, T; Fujiwara, Y; Yoda, S; Takagi, N; Kubota, N",,,Translocation and partitioning of C-13-photosynthates in the shoot with emphasis on berry coloration in 'Pione' grapes,JOURNAL OF THE JAPANESE SOCIETY FOR HORTICULTURAL SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882-3351,1880-358X,,,,SEP,2000,69,5,,,,,629,634,,,,,,,,,,,,,,,,WOS:000089302600017,View Full Record in Web of Science
J,"Yang, L; Xia, LC; Zeng, Y; Han, QQ; Zhang, S",,,,"Yang, Le; Xia, Linchao; Zeng, Yi; Han, Qingquan; Zhang, Sheng",,,"Grafting enhances plants drought resistance: Current understanding, mechanisms, and future perspectives",FRONTIERS IN PLANT SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664-462X,,,,,06-Oct,2022,13,,,,,,,,1015317,10.3389/fpls.2022.1015317,http://dx.doi.org/10.3389/fpls.2022.1015317,,,,,,,,36275555,,,,,WOS:000874677100001,View Full Record in Web of Science
J,"Zhong, HX; Liu, ZJ; Zhang, FC; Zhou, XM; Sun, XX; Li, YY; Liu, WW; Xiao, H; Wang, N; Lu, H; Pan, MQ; Wu, XY; Zhou, YF",,,,"Zhong, Haixia; Liu, Zhongjie; Zhang, Fuchun; Zhou, Xiaoming; Sun, Xiaoxia; Li, Yongyao; Liu, Wenwen; Xiao, Hua; Wang, Nan; Lu, Hong; Pan, Mingqi; Wu, Xinyu; Zhou, Yongfeng",,,Metabolomic and transcriptomic analyses reveal the effects of self- and hetero-grafting on anthocyanin biosynthesis in grapevine,HORTICULTURE RESEARCH,,,,,,,,,,,,,,,,,"Zhou, Yongfeng/GQA-9022-2022",,,,,,,,,,,,,,2662-6810,2052-7276,,,,05-Jan,2022,9,,,,,,,,uhac103,10.1093/hr/uhac103,http://dx.doi.org/10.1093/hr/uhac103,,,,,,,,35795384,,,,,WOS:000828691700065,View Full Record in Web of Science
J,"Osama, SS",,,,"Osama, S. S.",,,IN VITRO MICROGRAFTING OF RED GLOBE (VITIS VINIFERA L),IRAQI JOURNAL OF AGRICULTURAL SCIENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0075-0530,2410-0862,,,,,2022,53,5,,,,,1078,1098,,,,,,,,,,,,,,,,WOS:000926828600012,View Full Record in Web of Science
J,"Garcia-Jaramillo, M; Meyer, KM; Phillips, CL; Acosta-Martinez, V; Osborne, J; Levin, AD; Trippe, KM",,,,"Garcia-Jaramillo, Manuel; Meyer, Kylie M.; Phillips, Claire L.; Acosta-Martinez, Veronica; Osborne, James; Levin, Alexander D.; Trippe, Kristin M.",,,"Biochar addition to vineyard soils: effects on soil functions, grape yield and wine quality",BIOCHAR,,,,,,,,,,,,,,,,,"Levin, Alexander/AGH-6186-2022; Phillips, Claire/AGP-5674-2022","Acosta-Martinez, Veronica/0000-0001-7203-7142; Trippe, Kristin/0000-0003-1518-2727; Meyer, Kylie/0000-0002-2149-1334; Garcia-Jaramillo, Manuel/0000-0003-2987-2913; Phillips, Claire/0000-0001-9072-6806",,,,,,,,,,,,,2524-7972,2524-7867,,,,DEC,2021,3,4,,,,,565,577,,10.1007/s42773-021-00118-x,http://dx.doi.org/10.1007/s42773-021-00118-x,,Sep-21,,,,,,,,,,,WOS:000692758000001,View Full Record in Web of Science
J,"Wilmink, J; Breuer, M; Forneck, A",,,,"Wilmink, Jurrian; Breuer, Michael; Forneck, Astrid",,,Grape Phylloxera Genetic Structure Reveals Root-Leaf Migration within Commercial Vineyards,INSECTS,,,,,,,,,,,,,,,,,,"Forneck, Astrid/0000-0003-2540-3714; Wilmink, Jurrian/0000-0001-6373-2004",,,,,,,,,,,,,,2075-4450,,,,AUG,2021,12,8,,,,,,,697,10.3390/insects12080697,http://dx.doi.org/10.3390/insects12080697,,,,,,,,34442262,,,,,WOS:000689103800001,View Full Record in Web of Science
J,"Battiston, E; Compant, S; Antonielli, L; Mondello, V; Clement, C; Simoni, A; Di Marco, S; Mugnai, L; Fontaine, F",,,,"Battiston, Enrico; Compant, Stephane; Antonielli, Livio; Mondello, Vincenzo; Clement, Christophe; Simoni, Andrea; Di Marco, Stefano; Mugnai, Laura; Fontaine, Florence",,,In planta Activity of Novel Copper(II)-Based Formulations to Inhibit the Esca-Associated Fungus Phaeoacremonium minimum in Grapevine Propagation Material,FRONTIERS IN PLANT SCIENCE,,,,,,,,,,,,,,,,,"Mondello, Vincenzo/U-1166-2018; Di Marco, Stefano/B-7347-2015; Compant, Stephane/P-8342-2018","Mondello, Vincenzo/0000-0003-4005-0494; Di Marco, Stefano/0000-0002-2786-4277; Battiston, Enrico/0000-0002-3776-590X; Antonielli, Livio/0000-0002-7140-8359; Compant, Stephane/0000-0003-0709-6087",,,,,,,,,,,,,1664-462X,,,,,15-Mar,2021,12,,,,,,,,649694,10.3389/fpls.2021.649694,http://dx.doi.org/10.3389/fpls.2021.649694,,,,,,,,33790931,,,,,WOS:000634269500001,View Full Record in Web of Science
J,"Hugalde, IP; Aguero, CB; Barrios-Masias, FH; Romero, N; Nguyen, AV; Riaz, S; Piccoli, P; McElrone, AJ; Walker, MA; Vila, HF",,,,"Hugalde, Ines P.; Aguero, Cecilia B.; Barrios-Masias, Felipe H.; Romero, Nina; Nguyen, Andy Viet; Riaz, Summaira; Piccoli, Patricia; McElrone, Andrew J.; Walker, M. Andrew; Vila, Hernan F.",,,Modeling vegetative vigour in grapevine: unraveling underlying mechanisms,HELIYON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2405-8440,,,,DEC,2020,6,12,,,,,,,e05708,10.1016/j.heliyon.2020.e05708,http://dx.doi.org/10.1016/j.heliyon.2020.e05708,,,,,,,,33385078,,,,,WOS:000605645300005,View Full Record in Web of Science
J,"Kobayashi, Y; Yamamoto, T; Ikeda, H; Sugihara, R; Kaihori, H; Kawabata, M; Suzuki, S",,,,"Kobayashi, Yuta; Yamamoto, Tetsunan; Ikeda, Hironori; Sugihara, Ryuzo; Kaihori, Hiroki; Kawabata, Masahiro; Suzuki, Shunji",,,Effects of constantly high soil water content on vegetative growth and grape quality in Japan with high rainfall during grapevine growing season,FOLIA HORTICULTURAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0867-1761,2083-5965,,,,DEC,2020,32,2,,,,,135,145,,10.2478/fhort-2020-0013,http://dx.doi.org/10.2478/fhort-2020-0013,,,,,,,,,,,,,WOS:000612359600002,View Full Record in Web of Science
J,"Girollet, N; Rubio, B; Bert, PF",,,,"Girollet, Nabil; Rubio, Bernadette; Bert, Pierre-Francois",,,De novo phased assembly of the Vitis riparia grape genome,SCIENTIFIC DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052-4463,,,,19-Jul,2019,6,,,,,,,,127,10.1038/s41597-019-0133-3,http://dx.doi.org/10.1038/s41597-019-0133-3,,,,,,,,31324816,,,,,WOS:000477757700001,View Full Record in Web of Science
J,"Nader, KB; Stoll, M; Rauhut, D; Patz, CD; Jung, R; Loehnertz, O; Schultz, HR; Hilbert, G; Renaud, C; Roby, JP; Delrot, S; Gomes, E",,,,"Nader, Khalil Bou; Stoll, Manfred; Rauhut, Doris; Patz, Claus-Dieter; Jung, Rainer; Loehnertz, Otmar; Schultz, Hans Reiner; Hilbert, Ghislaine; Renaud, Christel; Roby, Jean-Philippe; Delrot, Serge; Gomes, Eric",,,Impact of grapevine age on water status and productivity of Vitis vinifera L. cv. Riesling,EUROPEAN JOURNAL OF AGRONOMY,,,,,,,,,,,,,,,,,"Gomès, Eric/F-6937-2019","Gomès, Eric/0000-0003-2582-1203; HILBERT, Ghislaine/0000-0003-0279-6703",,,,,,,,,,,,,1161-0301,1873-7331,,,,MAR,2019,104,,,,,,1,12,,10.1016/j.eja.2018.12.009,http://dx.doi.org/10.1016/j.eja.2018.12.009,,,,,,,,,,,,,WOS:000459952900001,View Full Record in Web of Science
J,"Pintos, C; Redondo, V; Costas, D; Aguin, O; Mansilla, P",,,,"Pintos, Cristina; Redondo, Vanesa; Costas, Daniel; Aguin, Olga; Mansilla, Pedro",,,Fungi associated with grapevine trunk diseases in nursery-produced Vitis vinifera plants,PHYTOPATHOLOGIA MEDITERRANEA,,,,,,,,,,,,,,,,,"Redondo-Fernández, Vanesa/AAA-5543-2020","Costas Imbernon, Daniel/0000-0003-4384-8469; Pintos Varela, Cristina/0000-0002-2666-6930; Redondo-Fernandez, Vanesa/0000-0002-0752-3379",,,,,,,,,,,,,0031-9465,,,,,DEC,2018,57,3,,,SI,,407,424,,10.14601/Phytopathol_Mediterr-22964,http://dx.doi.org/10.14601/Phytopathol_Mediterr-22964,,,,,,,,,,,,,WOS:000455042000006,View Full Record in Web of Science
J,"Shtein, I; Hayat, Y; Munitz, S; Harcavi, E; Akerman, M; Drori, E; Schwartz, A; Netzer, Y",,,,"Shtein, Ilana; Hayat, Yair; Munitz, Sarel; Harcavi, Eran; Akerman, Michal; Drori, Elyashiv; Schwartz, Amnon; Netzer, Yishai",,,From structural constraints to hydraulic function in three Vitis rootstocks,TREES-STRUCTURE AND FUNCTION,,,,,,,,,,,,,,,,,"Shtein, Ilana/AAS-3574-2021; Shtein, Ilana/S-1991-2019; net, yis/GNH-1559-2022; Drori, Elyashiv/AGN-9429-2022","Shtein, Ilana/0000-0002-2281-3550; Drori, Elyashiv/0000-0003-3353-0465",,,,,,,,,,,,,0931-1890,1432-2285,,,,JUN,2017,31,3,,,,,851,861,,10.1007/s00468-016-1510-6,http://dx.doi.org/10.1007/s00468-016-1510-6,,,,,,,,,,,,,WOS:000401740600005,View Full Record in Web of Science
C,"Soltekin, O; Altindisli, A",,"Aurand, JM",,"Soltekin, Oguzhan; Altindisli, Ahmet",,,Effects of hot water treatments on dormant grapevine propagation materials used for grafted vine production,40TH WORLD CONGRESS OF VINE AND WINE,BIO Web of Conferences,,,,40th World Congress of Vine and Wine,"MAY 29-JUN 02, 2017","Sofia, BULGARIA",,,,,,,,,,,"Soltekin, Ramazan Oguzhan/0000-0001-7886-6531",,,,,,,,,,,,,2117-4458,,,,,,2017,9,,,,,,,,1003,10.1051/bioconf/20170901003,http://dx.doi.org/10.1051/bioconf/20170901003,,,,,,,,,,,,,WOS:000434343800003,View Full Record in Web of Science
C,"Bihari, Z; Toth, JP; Zsigrai, G; Balling, P; Fischinger, R; Eles, SN",,"Gaiotti, F; Battista, F; Tomasi, D",,"Bihari, Z.; Toth, J. P.; Zsigrai, Gy.; Balling, P.; Fischinger, R.; Eles, S. Ne",,,Rootstock effects on vegetative growth of 'Furmint',I INTERNATIONAL SYMPOSIUM ON GRAPEVINE ROOTS,Acta Horticulturae,,,,1st International Symposium on Grapevine Roots,16-Oct-14,"Rauscedo, ITALY",Int Soc Horticultural Sci,,,,,,,,,,,,,,,,,,,,,,,0567-7572,,978-94-62611-21-4,,,,2016,1136,,,,,,39,43,,10.17660/ActaHortic.2016.1136.6,http://dx.doi.org/10.17660/ActaHortic.2016.1136.6,,,,,,,,,,,,,WOS:000385238000006,View Full Record in Web of Science
J,"Vrsic, S; Pulko, B; Kocsis, L",,,,"Vrsic, S.; Pulko, B.; Kocsis, L.",,,"Effects of rootstock genotypes on compatibility, biomass, and the yield of Welschriesling",HORTICULTURAL SCIENCE,,,,,,,,,,,,,,,,,"Kocsis, László/AAK-7525-2020",,,,,,,,,,,,,,0862-867X,1805-9333,,,,,2016,43,2,,,,,92,99,,10.17221/141/2015-HORTSCI,http://dx.doi.org/10.17221/141/2015-HORTSCI,,,,,,,,,,,,,WOS:000377558400006,View Full Record in Web of Science
J,"Wu, H; Acanda, Y; Shankar, A; Peeples, M; Hubbard, C; Orbovic, V; Zale, J",,,,"Wu, Hao; Acanda, Yosvanis; Shankar, Alka; Peeples, Michael; Hubbard, Calvin; Orbovic, Vladimir; Zale, Janice",,,Genetic Transformation of Commercially Important Mature Citrus Scions,CROP SCIENCE,,,,,,,,,,,,,,,,,"hao, wu/HDM-1705-2022; hao, wu/GXV-6924-2022; Wu, Hao/H-3115-2017",,,,,,,,,,,,,,0011-183X,1435-0653,,,,NOV-DEC,2015,55,6,,,,,2786,2797,,10.2135/cropsci2015.01.0013,http://dx.doi.org/10.2135/cropsci2015.01.0013,,,,,,,,,,,,,WOS:000368265600037,View Full Record in Web of Science
J,"Bao, LV; Scatoni, IB; Gaggero, C; Gutierrez, L; Monza, J; Walker, MA",,,,"Bao, Leticia V.; Scatoni, Iris B.; Gaggero, Carina; Gutierrez, Lucia; Monza, Jorge; Walker, M. Andrew",,,Genetic Diversity of Grape Phylloxera Leaf-Galling Populations on Vitis species in Uruguay,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,,,,,,"SCATONI, IRIS/AAG-4871-2021","Gutierrez, Lucia/0000-0002-2957-3086",,,,,,,,,,,,,0002-9254,1943-7749,,,,FEB,2015,66,1,,,,,46,53,,10.5344/ajev.2014.14026,http://dx.doi.org/10.5344/ajev.2014.14026,,,,,,,,,,,,,WOS:000348769100006,View Full Record in Web of Science
J,"Billones-Baaijens, R; Ridgway, HJ; Jones, EE; Jaspers, MV",,,,"Billones-Baaijens, R.; Ridgway, H. J.; Jones, E. E.; Jaspers, M. V.",,,Spatial distribution of Neofusicoccum species within a rootstock mother vine indicates potential infection pathways,EUROPEAN JOURNAL OF PLANT PATHOLOGY,,,,,,,,,,,,,,,,,"Ridgway, Hayley J/J-6720-2013; Jones, Eirian E/K-6721-2012","Ridgway, Hayley J/0000-0002-0735-7649; Jones, Eirian E/0000-0002-1879-4537",,,,,,,,,,,,,0929-1873,1573-8469,,,,FEB,2015,141,2,,,,,267,279,,10.1007/s10658-014-0540-4,http://dx.doi.org/10.1007/s10658-014-0540-4,,,,,,,,,,,,,WOS:000348050400004,View Full Record in Web of Science
J,"Palliotti, A; Tombesi, S; Silvestroni, O; Lanari, V; Gatti, M; Poni, S",,,,"Palliotti, Alberto; Tombesi, Sergio; Silvestroni, Oriana; Lanari, Vania; Gatti, Matteo; Poni, Stefano",,,Changes in vineyard establishment and canopy management urged by earlier climate-related grape ripening: A review,SCIENTIA HORTICULTURAE,,,,,,,,,,,,,,,,,"Gatti, Matteo/D-6614-2018; Tombesi, Sergio/AAP-7326-2020; Palliotti, Alberto/L-9681-2015","Gatti, Matteo/0000-0003-4195-7709; Tombesi, Sergio/0000-0002-5126-0561; Palliotti, Alberto/0000-0003-2980-9981; Silvestroni, Oriana/0000-0001-9533-3024",,,,,,,,,,,,,0304-4238,1879-1018,,,,23-Oct,2014,178,,,,,,43,54,,10.1016/j.scienta.2014.07.039,http://dx.doi.org/10.1016/j.scienta.2014.07.039,,,,,,,,,,,,,WOS:000344431000006,View Full Record in Web of Science
J,"Myburgh, PA; Howell, CL",,,,"Myburgh, P. A.; Howell, C. L.",,,Use of Boundary Lines to Determine Effects of Some Salinity-associated Soil Variables on Grapevines in the Breede River Valley,SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0253-939X,2224-7904,,,,,2014,35,2,,,,,234,241,,,,,,,,,,,,,,,,WOS:000350082500006,View Full Record in Web of Science
J,"Romero, P; Perez-Perez, JG; del Amor, FM; Martinez-Cutillas, A; Dodd, IC; Botia, P",,,,"Romero, Pascual; Perez-Perez, Juan Gabriel; del Amor, Francisco M.; Martinez-Cutillas, Adrian; Dodd, Ian C.; Botia, Pablo",,,Partial root zone drying exerts different physiological responses on field-grown grapevine (Vitis vinifera cv. Monastrell) in comparison to regulated deficit irrigation,FUNCTIONAL PLANT BIOLOGY,,,,,,,,,,,,,,,,,"Pérez-Pérez, Juan/Q-6244-2016; Romero, Pascual/AAT-4446-2021; ORDAZ, PABLO BOTIA/AAT-4462-2021; Pérez-Pérez, Juan Gabriel/AAK-7597-2020; del Amor, Francisco M/A-4806-2009","Pérez-Pérez, Juan/0000-0002-8012-119X; ORDAZ, PABLO BOTIA/0000-0002-3646-3264; Pérez-Pérez, Juan Gabriel/0000-0002-8012-119X; del Amor, Francisco M/0000-0002-2459-2472; Dodd, Ian Charles/0000-0003-2725-859X",,,,,,,,,,,,,1445-4408,1445-4416,,,,,2014,41,11-Oct,,,SI,,1087,1106,,10.1071/FP13276,http://dx.doi.org/10.1071/FP13276,,,,,,,,32481060,,,,,WOS:000345761000008,View Full Record in Web of Science
C,"Sluiter, IRK; McKenzie, L; Mitchell, JR",,"Tian, J",,"Sluiter, I. R. K.; McKenzie, L.; Mitchell, J. R.",,,Walnut Rootstock Selection for Calcareous Soils in Southeastern Australia and the Potential for Expanding the Walnut Industry in the Region,VII INTERNATIONAL WALNUT SYMPOSIUM,Acta Horticulturae,,,,7th International Walnut Symposium,"JUL 20-23, 2013","Taiyuan, PEOPLES R CHINA",Int Soc Horticultural Sci,,,,,,,,,,,,,,,,,,,,,,,0567-7572,2406-6168,978-94-62610-38-5,,,,2014,1050,,,,,,105,111,,,,,,,,,,,,,,,,WOS:000357656500012,View Full Record in Web of Science
J,"Agusti-Brisach, C; Gramaje, D; Garcia-Jimenez, J; Armengol, J",,,,"Agusti-Brisach, Carlos; Gramaje, David; Garcia-Jimenez, Jose; Armengol, Josep",,,Detection of black-foot disease pathogens in the grapevine nursery propagation process in Spain,EUROPEAN JOURNAL OF PLANT PATHOLOGY,,,,,,,,,,,,,,,,,"Agustí-Brisach, Carlos/A-8366-2016; Armengol, Josep/HJY-5906-2023; Gramaje, David/M-7006-2017","Agustí-Brisach, Carlos/0000-0003-1709-1140; Armengol, Josep/0000-0003-3815-8578; Gramaje, David/0000-0003-1755-3413",,,,,,,,,,,,,0929-1873,1573-8469,,,,SEP,2013,137,1,,,,,103,112,,10.1007/s10658-013-0221-8,http://dx.doi.org/10.1007/s10658-013-0221-8,,,,,,,,,,,,,WOS:000322880200011,View Full Record in Web of Science
